Identifier,DataFile,Points,High point X,High point Y,High point elevation
200,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000200.lda,24074,412922.623,5280918.047,281.480011
201,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000201.lda,13257,413163.629,5280947.072,231.048004
202,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000202.lda,29326,412920.326,5280951.866,300.097992
203,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000203.lda,58806,413111.159,5280966.33,266.393005
204,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000204.lda,82946,413044.636,5280968.172,295.174988
205,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000205.lda,78566,413023.607,5280974.678,310.208008
206,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000206.lda,72346,413116.226,5280974.551,262.779999
207,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000207.lda,63248,413082.682,5280992.322,288.066986
208,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000208.lda,19603,413092.471,5281045.914,280.52301
209,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000209.lda,33511,413010.777,5281065.023,321.026001
210,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000210.lda,8616,413053.948,5281088.453,312.761993
211,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000211.lda,13452,413021.225,5281092.804,325.22699
212,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000212.lda,103,413056.77,5281095.997,309.875
213,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000213.lda,87910,413121.605,5280873.146,242.427002
214,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000214.lda,12703,413165.998,5280888.224,218.102997
215,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000215.lda,45617,413127.222,5280896.926,247.921997
216,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000216.lda,23656,412925.619,5280914.305,277.075012
217,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000217.lda,33859,413161.238,5280916.813,228.686996
218,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000218.lda,67263,413082.68,5280920.376,266.963989
219,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000219.lda,81305,413091.587,5280928.353,270.196014
220,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000220.lda,13613,413156.415,5280958.669,238.126007
221,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000221.lda,56411,413044.297,5280963.41,294.983002
222,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000222.lda,23225,413144.216,5280967.49,244.619003
223,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000223.lda,22284,413121.22,5280992.499,263.07901
224,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000224.lda,69846,413055.931,5281015.281,304.118011
225,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000225.lda,44869,413060.208,5281055.692,292.911987
226,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000226.lda,51233,413053.102,5281074.226,309.588989
228,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000228.lda,12185,412990.585,5280788.324,243.399002
229,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000229.lda,224,412924.159,5280885.963,260.660004
230,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000230.lda,55287,413101.852,5280889.887,253.529007
231,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000231.lda,13483,412923.812,5280904.907,271.971008
232,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000232.lda,84113,413053.514,5280904.714,281.221008
233,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000233.lda,34467,413080.628,5280916.262,268.747009
234,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000234.lda,108020,413107.246,5280932.512,270.313995
235,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000235.lda,104263,413049.253,5280945.597,290.951996
236,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000236.lda,12851,413147.911,5280952.524,245.574997
237,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000237.lda,10236,413157.344,5280964.973,236.061996
238,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000238.lda,93275,413006.627,5280965.997,312.57901
239,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000239.lda,87201,413023.718,5280992.353,313.445007
240,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000240.lda,27450,412939.01,5280992.628,310.381989
241,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000241.lda,63488,412999.962,5281003.975,325.643005
242,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000242.lda,71585,413039.851,5281030.439,311.43399
243,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000243.lda,5149,413088.479,5281054.718,286.065002
244,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000244.lda,47080,413045.503,5281059.918,301.096008
245,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000245.lda,11425,413062.373,5281084.986,308.384003
246,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000246.lda,39,413045.227,5281104.034,314.619995
247,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000247.lda,6396,412949.532,5280836.944,243.723999
248,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000248.lda,435,412924.69,5280884.787,262.747986
249,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000249.lda,116069,413100.334,5280916.822,264.425995
250,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000250.lda,30673,412937.867,5280924.354,272.524994
251,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000251.lda,23031,412933.879,5280925.842,276.334991
252,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000252.lda,10283,413162.858,5280932.92,232.731003
253,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000253.lda,13417,413168.148,5280940.062,228.328003
254,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000254.lda,11345,413157.481,5280950.222,236.641998
255,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000255.lda,45021,413048.237,5280953.302,290.347992
256,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000256.lda,12911,413145.262,5280973.025,240.910004
257,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000257.lda,104737,412996.183,5281013.362,330.73999
258,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000258.lda,8822,413092.057,5281050.498,282.583008
259,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000259.lda,11326,413085.368,5281057.494,288.18399
260,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000260.lda,50013,413013.4,5280783.757,242.889999
261,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000261.lda,16998,412951.991,5280844.103,248.569
262,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000262.lda,17643,413153.303,5280864.67,220.389008
263,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000263.lda,22011,412933.883,5280889.227,257.929993
264,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000264.lda,38414,413075.734,5280908.99,273.279999
265,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000265.lda,45324,413059.601,5280928.527,282.131012
266,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000266.lda,76900,413010.545,5280935.036,302.815002
267,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000267.lda,56694,413016.993,5280937.28,301.131989
268,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000268.lda,29587,413154.866,5280939.804,240.414001
269,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000269.lda,54725,413072.274,5280946.414,276.411011
270,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000270.lda,71655,413026.501,5280946.938,299.057007
271,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000271.lda,74376,413008.497,5280950.974,307.018005
272,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000272.lda,83249,413026.485,5280964.131,306.143005
273,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000273.lda,56545,412997.956,5280972.121,317.38501
274,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000274.lda,42875,412936.535,5280975.989,302.191986
275,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000275.lda,69118,413020.57,5280978.462,311.816986
276,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000276.lda,70540,413030.058,5280982.911,306.821991
277,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000277.lda,61188,413009.856,5280999.53,320.42099
278,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000278.lda,19100,413127.646,5281005.776,254.839005
279,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000279.lda,26545,413105.408,5281015.097,267.47699
280,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000280.lda,13513,413103.279,5281027.286,266.067993
282,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000282.lda,54611,412961.749,5281034.847,338.804993
283,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000283.lda,33121,413083.64,5281042.979,278.658997
284,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000284.lda,13028,413041.561,5281047.354,298.278015
285,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000285.lda,40854,413026.809,5281053.951,309.917999
286,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000286.lda,10079,413032.586,5281093.783,324.110992
287,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000287.lda,17329,413008.956,5280775.356,239.076996
288,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000288.lda,53048,413100.405,5280853.807,252.332001
289,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000289.lda,17501,413160.87,5280877.382,218.776993
290,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000290.lda,64,412925.285,5280883.822,258.574005
291,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000291.lda,127779,413060.432,5280895.955,275.998993
292,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000292.lda,71991,413130.789,5280896.257,244.783997
293,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000293.lda,68495,413095.923,5280904.833,256.731995
294,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000294.lda,62718,413137.744,5280910.128,240.914993
295,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000295.lda,17123,412924.803,5280910.777,274.092987
296,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000296.lda,62260,413021.32,5280950.77,302.386993
297,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000297.lda,56785,413067.869,5280951.235,279.102997
298,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000298.lda,13759,413152.149,5280958.495,240.378006
299,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000299.lda,42465,413044.341,5280958.439,294.140015
300,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000300.lda,53875,413053.693,5280959.771,286.329987
301,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000301.lda,48612,413130.2,5280963.265,254.065994
302,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000302.lda,37783,412930.616,5280985.533,310.731995
303,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000303.lda,14941,412920.467,5280996.261,317.924988
304,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000304.lda,89661,413069.56,5281005.565,296.576996
305,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000305.lda,73163,413063.075,5281006.017,300.817993
306,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000306.lda,23102,413057.508,5281057.974,295.059998
307,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000307.lda,24286,413013.085,5281062.022,318.872009
308,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000308.lda,25951,413046.762,5281062.425,302.743011
309,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000309.lda,53078,413018.547,5281069.616,316.70401
310,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000310.lda,57438,413052.389,5280811.933,253.156998
311,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000311.lda,96658,413082.437,5280866.02,266.743988
312,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000312.lda,29030,413159.483,5280873.998,219.035004
313,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000313.lda,51354,413055.477,5280875.218,275.276001
314,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000314.lda,64195,413002.427,5280954.083,310.195007
315,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000315.lda,89573,413027.509,5280956.198,302.253998
316,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000316.lda,25110,412914.398,5280960.873,305.548004
317,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000317.lda,31662,412926.898,5280962.15,300.265991
318,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000318.lda,26656,413138.708,5280963.011,249.449005
319,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000319.lda,51377,413126.921,5280968.186,254.526001
320,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000320.lda,11382,412936.496,5280994.068,311.324005
321,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000321.lda,16670,413115.828,5281002.85,262.871002
322,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000322.lda,45738,413005.222,5281008.908,324.776001
323,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000323.lda,45837,413023.899,5281043.12,314.785004
324,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000324.lda,35866,413070.894,5281063.138,295.130005
325,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000325.lda,35414,413035.564,5281065.586,306.523987
326,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000326.lda,34731,413036.688,5281074.518,314.42099
327,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000327.lda,51168,413021.388,5281082.584,321.947998
328,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000328.lda,80,413063.273,5281085.826,304.944
329,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000329.lda,1453,413058.519,5281093.132,309.606995
330,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000330.lda,2992,413050.438,5281092.81,312.878998
331,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000331.lda,193,412961.949,5280804.022,234.990005
332,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000332.lda,69136,413067.646,5280828.675,255.673004
333,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000333.lda,74061,413079.318,5280829.124,249.779999
334,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000334.lda,82789,413098.061,5280864.489,256.799011
335,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000335.lda,26966,413145.702,5280865.06,224.557007
336,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000336.lda,76569,413051.093,5280874.898,275.989014
337,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000337.lda,24397,412953.543,5280875.977,264.173004
338,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000338.lda,19843,413161.345,5280884.769,219.438995
339,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000339.lda,159,412922.838,5280889.883,262.903015
340,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000340.lda,17497,413156.001,5280895.189,225.934998
341,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000341.lda,78347,413118.036,5280898.776,252.442001
342,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000342.lda,10562,412924.424,5280900.623,268.588013
343,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000343.lda,34976,412927.296,5280906.178,270.182007
344,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000344.lda,26888,412932.244,5280915.668,272.40799
345,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000345.lda,25966,412947.103,5280915.922,272.614014
346,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000346.lda,36865,413132.289,5280916.704,247.356995
347,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000347.lda,21548,412944.737,5280924.019,274.407013
348,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000348.lda,17708,413161.379,5280924.881,231.110992
349,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000349.lda,51121,413135.846,5280930.949,249.867004
350,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000350.lda,65643,413033.949,5280933.952,292.992004
351,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000351.lda,25543,412920.054,5280945.155,295.050995
352,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000352.lda,34893,413144.014,5280946.499,247.584
353,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000353.lda,56959,413064.322,5280958.401,283.713989
354,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000354.lda,40313,413048.818,5280959.024,290.140991
355,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000355.lda,38046,413095.932,5280989.353,278.602997
356,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000356.lda,15476,412926.027,5280994.291,315.894012
357,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000357.lda,62200,413073.138,5280994.674,294.253998
358,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000358.lda,16688,413109.391,5281015.729,261.798004
359,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000359.lda,48916,413064.441,5281031.71,291.093994
360,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000360.lda,51028,413014.228,5281044.764,321.533997
361,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000361.lda,20101,413079.905,5281045.298,279.837006
362,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000362.lda,22274,413055.43,5281060.784,298.488007
363,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000363.lda,15899,413042.792,5281080.291,316.053986
364,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000364.lda,29479,413029.199,5281089.87,326.050995
365,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000365.lda,4436,413057.845,5281090.631,309.226013
366,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000366.lda,13149,413014.307,5280770.092,234.365997
367,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000367.lda,43064,413019.288,5280796.028,247.647995
368,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000368.lda,69677,413055.291,5280884.762,275.825989
369,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000369.lda,36537,413130.362,5280886.15,238.404999
370,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000370.lda,13115,413157.427,5280891.838,224.276993
371,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000371.lda,9987,413159.483,5280896.706,222.216995
372,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000372.lda,6584,412920.912,5280897.69,267.658997
373,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000373.lda,16069,413161.576,5280900.665,220.421005
374,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000374.lda,54479,413119.585,5280905.408,254.074005
375,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000375.lda,28864,413157.258,5280912.735,226.977997
376,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000376.lda,110023,413057.643,5280915.591,281.273987
377,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000377.lda,41072,413147.415,5280921.734,238.667007
378,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000378.lda,40857,413067.579,5280922.258,275.627991
379,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000379.lda,41600,413066.349,5280923.733,277.277008
380,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000380.lda,23033,413131.01,5280925.907,250.619003
381,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000381.lda,40911,413144.993,5280936.329,245.363998
382,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000382.lda,27354,413071.073,5280936.975,272.108002
383,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000383.lda,105844,413000.079,5280940.555,306.932007
384,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000384.lda,44117,413031.724,5280940.547,295.414001
385,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000385.lda,8660,413158.316,5280940.675,235.229996
386,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000386.lda,92052,413095.281,5280952.758,278.653015
387,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000387.lda,10963,413171.475,5280954.126,226.376007
388,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000388.lda,35853,413045.388,5280954.86,291.996002
389,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000389.lda,29794,413138.31,5280958.819,250.589005
